source_station,target_station,weight,training_abs_correlation,distance_weight,distance_km,mutual_training_days,selected_directed,symmetrized_support
P414,P446,0.02356369,0.73074991,0.94112605,34.836,3637,0,1
P414,P696,0.01618992,0.43593025,0.84506059,58.025,3623,0,1
P414,P698,0.01808610,0.51629889,0.85609883,55.744,3636,0,1
P414,P700,0.01968286,0.58273375,0.86912221,52.966,3598,0,1
P414,P733,0.01627884,0.72155833,0.00000000,,3635,0,1
P414,P784,0.01404135,0.62238157,0.00000000,,3610,0,1
P414,PSPT,0.01384599,0.61372250,0.00000000,,3486,0,1
P414,PTAL,0.01486497,0.65888840,0.00000000,,3638,0,1
P414,REDM,0.01531381,0.67878318,0.00000000,,3636,0,1
P414,SEDR,0.01569152,0.69552517,0.00000000,,3636,0,1
P414,TPW2,0.01339143,0.59357387,0.00000000,,3636,0,1
P414,UCLU,0.01628799,0.72196394,0.00000000,,3622,0,1
P417,NANO,0.08148859,0.61068606,0.00000000,,3648,1,1
P417,P374,0.08420622,0.63105226,0.00000000,,3565,1,1
P417,P395,0.08324149,0.62382245,0.00000000,,3636,1,1
P417,P398,0.11799220,0.60779738,0.82935435,61.173,3648,1,1
P417,P402,0.08494091,0.63655812,0.00000000,,3645,1,1
P417,P421,0.11741488,0.61288649,0.80110741,66.597,3647,1,1
P417,P425,0.12405445,0.61862332,0.93317038,37.193,3648,1,1
P417,P446,0.12874413,0.68602425,0.83640265,59.774,3649,1,1
P418,ARLI,0.04589117,0.67215383,0.00000000,,3558,0,1
P418,KTBW,0.06292652,0.63929492,0.84711099,57.606,3608,0,1
P418,P367,0.04936082,0.72297269,0.00000000,,3639,1,1
P418,P397,0.04249427,0.62240034,0.00000000,,3649,0,1
P418,P398,0.07347184,0.78453571,0.87475079,51.733,3648,1,1
P418,P401,0.06180410,0.73547024,0.50926620,116.171,3642,1,1
P418,P402,0.06416108,0.71651781,0.66968924,89.548,3645,1,1
P418,P409,0.04902778,0.71809471,0.00000000,,3650,1,1
P418,P420,0.06649607,0.73768634,0.70878315,82.971,3649,1,1
P418,P425,0.05024586,0.73593563,0.00000000,,3648,1,1
P418,P434,0.04518165,0.66176158,0.00000000,,3650,0,1
P418,P437,0.04992563,0.73124528,0.00000000,,3645,1,1
P418,P700,0.03802503,0.55694085,0.00000000,,3610,0,1
P418,PCOL,0.05942423,0.59813625,0.81669635,63.638,3635,0,1
P418,PTRF,0.04167038,0.61033320,0.00000000,,3618,0,1
P418,SEDR,0.04735659,0.69361734,0.00000000,,3648,0,1
P418,ZSE1,0.06150383,0.68289661,0.65379274,92.192,3543,0,1
P420,ARLI,0.02329715,0.68113941,0.00000000,,3559,0,1
P420,BCOV,0.02070978,0.60549253,0.00000000,,3642,0,1
P420,CABL,0.01776211,0.51931119,0.00000000,,3589,0,1
P420,CORV,0.02396163,0.70056671,0.00000000,,3649,0,1
P420,ENUM,0.01602718,0.46858707,0.00000000,,3577,0,1
P420,P349,0.02205570,0.64484298,0.00000000,,3596,0,1
P420,P366,0.02433109,0.71136862,0.00000000,,3602,0,1
P420,P367,0.02597556,0.75944817,0.00000000,,3640,1,1
P420,P375,0.02426760,0.70951241,0.00000000,,3648,0,1
P420,P376,0.02424834,0.70894921,0.00000000,,3621,0,1
P420,P377,0.02524898,0.73820508,0.00000000,,3628,0,1
P420,P385,0.02091762,0.61156899,0.00000000,,3648,0,1
P420,P387,0.01758335,0.51408482,0.00000000,,3631,0,1
P420,P395,0.02407183,0.70378876,0.00000000,,3637,0,1
P420,P397,0.02962813,0.61230832,0.76179016,73.768,3650,0,1
P420,P398,0.03454004,0.78417683,0.67701381,88.325,3649,1,1
P420,P401,0.02587576,0.75653017,0.00000000,,3643,1,1
P420,P402,0.02484880,0.72650486,0.00000000,,3646,0,1
P420,P404,0.02457292,0.71843916,0.00000000,,3640,0,1
P420,P406,0.02570012,0.75139505,0.00000000,,3648,1,1
P420,P409,0.02593271,0.75819534,0.00000000,,3651,1,1
P420,P412,0.02508445,0.73339456,0.00000000,,3645,0,1
P420,P414,0.02697245,0.78859407,0.00000000,,3637,1,1
P420,P418,0.03331212,0.73768634,0.70878315,82.971,3649,0,1
P420,P421,0.03602160,0.73856223,0.94380641,34.010,3648,0,1
P420,P425,0.03725918,0.75984150,0.98851866,15.197,3649,1,1
P420,P429,0.02091274,0.61142635,0.00000000,,3648,0,1
P420,P434,0.02262720,0.66155207,0.00000000,,3651,0,1
P420,P435,0.01917216,0.56053698,0.00000000,,3605,0,1
P420,P437,0.02351971,0.68764645,0.00000000,,3646,0,1
P420,P446,0.03550040,0.74770075,0.87067604,52.628,3650,1,1
P420,P700,0.02895455,0.58118486,0.79607987,67.536,3611,0,1
P420,P733,0.02447483,0.71557128,0.00000000,,3648,0,1
P420,PSPT,0.02075951,0.60694623,0.00000000,,3499,0,1
P420,REDM,0.02308152,0.67483503,0.00000000,,3649,0,1
P420,SEDR,0.02381776,0.69636047,0.00000000,,3649,0,1
P420,TPW2,0.02799636,0.57866985,0.71958137,81.128,3649,0,1
P420,ZSE1,0.02337271,0.68334848,0.00000000,,3544,0,1
P421,ENUM,0.04841091,0.46426731,0.70754468,83.181,3575,0,1
P421,P367,0.05092597,0.73648810,0.00000000,,3638,1,1
P421,P374,0.04534839,0.65582544,0.00000000,,3564,0,1
P421,P385,0.04328611,0.62600100,0.00000000,,3646,0,1
P421,P387,0.03639003,0.52627033,0.00000000,,3629,0,1
P421,P398,0.05208936,0.75331300,0.00000000,,3647,1,1
P421,P401,0.05011734,0.72479367,0.00000000,,3641,1,1
P421,P406,0.04977983,0.71991265,0.00000000,,3646,1,1
P421,P412,0.04995333,0.72242182,0.00000000,,3643,1,1
P421,P414,0.05239852,0.75778407,0.00000000,,3635,1,1
P421,P417,0.06084402,0.61288649,0.80110741,66.597,3647,0,1
P421,P420,0.07282319,0.73856223,0.94380641,34.010,3648,1,1
P421,P425,0.07313539,0.74206483,0.94684339,33.052,3647,1,1
P421,P700,0.06095114,0.57700080,0.91341180,42.560,3609,0,1
P421,PCOL,0.05931421,0.60056889,0.77168798,71.997,3634,0,1
P421,TPW2,0.04019672,0.58132243,0.00000000,,3647,0,1
P421,ZSE1,0.06183948,0.66390455,0.69124222,85.938,3542,0,1
P425,BCOV,0.01500394,0.60199887,0.00000000,,3641,0,1
P425,CORV,0.01799141,0.72186422,0.00000000,,3648,0,1
P425,CPXX,0.02388286,0.68363971,0.82381672,62.259,3643,0,1
P425,ENUM,0.01159205,0.46510467,0.00000000,,3576,0,1
P425,KTBW,0.01660363,0.66618282,0.00000000,,3608,0,1
P425,NANO,0.01769603,0.71001297,0.00000000,,3648,0,1
P425,OBSR,0.01104937,0.44333088,0.00000000,,3625,0,1
P425,P058,0.01667874,0.66919631,0.00000000,,3638,0,1
P425,P062,0.01602939,0.64314288,0.00000000,,3649,0,1
P425,P155,0.01655748,0.66433132,0.00000000,,3631,0,1
P425,P169,0.01712582,0.68713439,0.00000000,,3648,0,1
P425,P324,0.01755384,0.70430791,0.00000000,,3649,0,1
P425,P332,0.01628607,0.65344137,0.00000000,,3588,0,1
P425,P345,0.01738010,0.69733673,0.00000000,,3571,0,1
P425,P366,0.01797865,0.72135240,0.00000000,,3601,0,1
P425,P367,0.01919370,0.77010334,0.00000000,,3639,1,1
P425,P374,0.01669494,0.66984624,0.00000000,,3565,0,1
P425,P375,0.01755327,0.70428485,0.00000000,,3647,0,1
P425,P376,0.01840742,0.73855561,0.00000000,,3620,0,1
P425,P377,0.01816588,0.72886455,0.00000000,,3627,0,1
P425,P380,0.01728681,0.69359362,0.00000000,,3648,0,1
P425,P382,0.01629191,0.65367573,0.00000000,,3631,0,1
P425,P383,0.01619068,0.64961421,0.00000000,,3525,0,1
P425,P387,0.01305567,0.52382892,0.00000000,,3630,0,1
P425,P397,0.02221430,0.63624722,0.76515228,73.168,3649,0,1
P425,P398,0.02434032,0.76865363,0.62383848,97.146,3648,1,1
P425,P404,0.01740837,0.69847125,0.00000000,,3639,0,1
P425,P406,0.01872893,0.75145549,0.00000000,,3647,1,1
P425,P407,0.02102875,0.64202511,0.60511684,100.233,3569,0,1
P425,P409,0.02488468,0.74389720,0.76363111,73.440,3650,1,1
P425,P412,0.01854345,0.74401343,0.00000000,,3644,1,1
P425,P414,0.01923947,0.77193981,0.00000000,,3636,1,1
P425,P417,0.02317091,0.61862332,0.93317038,37.193,3648,0,1
P425,P418,0.01834212,0.73593563,0.00000000,,3648,0,1
P425,P420,0.02715040,0.75984150,0.98851866,15.197,3649,1,1
P425,P421,0.02636111,0.74206483,0.94684339,33.052,3647,1,1
P425,P427,0.01756904,0.70491743,0.00000000,,3649,0,1
P425,P434,0.01649594,0.66186190,0.00000000,,3650,0,1
P425,P437,0.01740162,0.69820023,0.00000000,,3645,0,1
P425,P446,0.02570802,0.72095329,0.93156755,37.653,3649,0,1
P425,P698,0.01951261,0.50628108,0.82985342,61.075,3648,0,1
P425,P700,0.02160428,0.58360326,0.84965801,57.083,3610,0,1
P425,P734,0.01738971,0.69772238,0.00000000,,3649,0,1
P425,P784,0.01562914,0.62708360,0.00000000,,3617,0,1
P425,PCOL,0.01496176,0.60030663,0.00000000,,3635,0,1
P425,PSPT,0.01553236,0.62320042,0.00000000,,3498,0,1
P425,PTRF,0.01531349,0.61441880,0.00000000,,3618,0,1
P425,QUAD,0.01661347,0.66657752,0.00000000,,3642,0,1
P425,REDM,0.01643782,0.65952992,0.00000000,,3648,0,1
P425,SEDR,0.01691077,0.67850614,0.00000000,,3648,0,1
P425,TPW2,0.02096589,0.59136391,0.74953306,75.935,3648,0,1
P425,UCLU,0.01801212,0.72269535,0.00000000,,3634,0,1
P425,ZSE1,0.01704811,0.68401664,0.00000000,,3543,0,1
P427,CABL,0.06700118,0.55442023,0.00000000,,3588,0,1
P427,P062,0.08632922,0.71435559,0.00000000,,3650,1,1
P427,P364,0.09386861,0.77674240,0.00000000,,3598,1,1
P427,P365,0.08506763,0.70391625,0.00000000,,3648,1,1
P427,P367,0.08500287,0.70338035,0.00000000,,3640,1,1
P427,P412,0.12909134,0.74982083,0.95514590,30.296,3645,1,1
P427,P414,0.12212772,0.72043103,0.87044823,52.678,3637,1,1
P427,P425,0.08518863,0.70491743,0.00000000,,3649,1,1
P427,P732,0.08519068,0.70493442,0.00000000,,3597,1,1
P429,P367,0.09223607,0.62879688,0.00000000,,3638,1,1
P429,P375,0.09012894,0.61443204,0.00000000,,3647,1,1
P429,P398,0.09343745,0.63698697,0.00000000,,3648,1,1
P429,P401,0.09177650,0.62566382,0.00000000,,3641,1,1
P429,P409,0.09117647,0.62157333,0.00000000,,3649,1,1
P429,P412,0.12683237,0.61325681,0.75417554,75.117,3643,1,1
P429,P414,0.12914214,0.61174029,0.80596387,65.684,3635,1,1
P429,P420,0.08968805,0.61142635,0.00000000,,3648,1,1
P434,CPXX,0.06656840,0.65193689,0.00000000,,3645,0,1
P434,ENUM,0.06912342,0.45239890,0.67368174,88.882,3578,0,1
P434,P170,0.03587133,0.35130551,0.00000000,,3613,0,1
P434,P367,0.06794258,0.66539490,0.00000000,,3641,1,1
P434,P383,0.06579825,0.64439440,0.00000000,,3527,0,1
P434,P398,0.07056507,0.69107825,0.00000000,,3650,1,1
P434,P401,0.06867343,0.67255253,0.00000000,,3644,1,1
P434,P414,0.06915053,0.67722493,0.00000000,,3638,1,1
P434,P418,0.06757159,0.66176158,0.00000000,,3650,1,1
P434,P420,0.06755020,0.66155207,0.00000000,,3651,1,1
P434,P425,0.06758183,0.66186190,0.00000000,,3650,1,1
P434,P437,0.08863845,0.68047172,0.56282383,107.218,3647,1,1
P434,TPW2,0.05881998,0.57605278,0.00000000,,3650,0,1
P435,P395,0.08754151,0.56039584,0.00000000,,3592,1,1
P435,P398,0.08772631,0.56157887,0.00000000,,3604,1,1
P435,P401,0.12657030,0.56736922,0.72860664,79.577,3598,1,1
P435,P402,0.13742533,0.61543941,0.79286152,68.133,3601,1,1
P435,P420,0.08756355,0.56053698,0.00000000,,3605,1,1
P435,P446,0.08895917,0.56947100,0.00000000,,3605,1,1
P435,PTAL,0.08920740,0.57106000,0.00000000,,3606,1,1
P435,UCLU,0.08672150,0.55514663,0.00000000,,3590,1,1
P437,ALBH,0.06474418,0.71680623,0.68145919,87.581,3636,1,1
P437,CPXX,0.04709730,0.68667078,0.00000000,,3640,0,1
P437,ENUM,0.04546280,0.45295525,0.62965441,96.186,3573,0,1
P437,KTBW,0.06362496,0.64338571,0.85276675,56.439,3605,0,1
P437,OBSR,0.03134464,0.45699963,0.00000000,,3622,0,1
P437,P377,0.04712072,0.68701220,0.00000000,,3624,1,1
P437,P387,0.03453623,0.50353241,0.00000000,,3627,0,1
P437,P398,0.05001014,0.72913957,0.00000000,,3645,1,1
P437,P401,0.04850452,0.70718771,0.00000000,,3639,1,1
P437,P407,0.04265522,0.62190592,0.00000000,,3566,0,1
P437,P418,0.05015457,0.73124528,0.00000000,,3645,1,1
P437,P420,0.04716422,0.68764645,0.00000000,,3646,1,1
P437,P425,0.04788808,0.69820023,0.00000000,,3645,1,1
P437,P434,0.05953975,0.68047172,0.56282383,107.218,3647,0,1
P437,P439,0.06274620,0.68314880,0.69504082,85.298,3642,0,1
P437,PCOL,0.05583063,0.59697819,0.65106916,92.643,3632,0,1
P437,UCLU,0.04787377,0.69799149,0.00000000,,3631,1,1
P437,ZSE1,0.06225155,0.66951859,0.71429586,82.031,3541,0,1
P439,ALBH,0.08641698,0.76143241,0.85792613,55.360,3636,1,1
P439,BAMF,0.05064931,0.61388958,0.00000000,,3645,0,1
P439,CLRS,0.07227613,0.65448922,0.66457766,90.400,3636,0,1
P439,KTBW,0.05464782,0.66235304,0.00000000,,3605,0,1
P439,NANO,0.07390042,0.70933640,0.55909717,107.836,3645,1,1
P439,OBSR,0.03652905,0.44274646,0.00000000,,3622,0,1
P439,P398,0.05836582,0.70741671,0.00000000,,3645,1,1
P439,P401,0.06169422,0.74775821,0.00000000,,3639,1,1
P439,P402,0.05913924,0.71679085,0.00000000,,3642,1,1
P439,P437,0.07547850,0.68314880,0.69504082,85.298,3642,1,1
P439,P698,0.04100373,0.49698138,0.00000000,,3645,0,1
P439,PGC5,0.08310877,0.70001334,0.92189282,40.330,3644,1,1
P439,SC04,0.07639607,0.65247202,0.82043535,62.916,3625,0,1
P439,UCLU,0.06038650,0.73190820,0.00000000,,3631,1,1
P446,P163,0.03969920,0.56774646,0.00000000,,3650,0,1
P446,P332,0.04558364,0.65190107,0.00000000,,3589,0,1
P446,P367,0.05108307,0.73054957,0.00000000,,3640,1,1
P446,P370,0.04097819,0.58603764,0.00000000,,3647,0,1
P446,P374,0.04749965,0.67930233,0.00000000,,3566,0,1
P446,P376,0.05046664,0.72173393,0.00000000,,3621,1,1
P446,P380,0.04836962,0.69174403,0.00000000,,3649,0,1
P446,P395,0.05172217,0.73968953,0.00000000,,3637,1,1
P446,P398,0.05175181,0.74011344,0.00000000,,3649,1,1
P446,P401,0.05031417,0.71955341,0.00000000,,3643,1,1
P446,P414,0.07303289,0.73074991,0.94112605,34.836,3637,1,1
P446,P417,0.06746459,0.68602425,0.83640265,59.774,3649,0,1
P446,P420,0.07257611,0.74770075,0.87067604,52.628,3650,1,1
P446,P425,0.07212508,0.72095329,0.93156755,37.653,3649,1,1
P446,P435,0.03981978,0.56947100,0.00000000,,3605,0,1
P446,P700,0.05836070,0.54419744,0.87129325,52.493,3611,0,1
P446,PTAL,0.04592047,0.65671819,0.00000000,,3651,0,1
P696,P155,0.07742782,0.43925527,0.00000000,,3618,1,1
P696,P167,0.07771627,0.44089165,0.00000000,,3603,1,1
P696,P376,0.08070095,0.45782408,0.00000000,,3607,1,1
P696,P377,0.08091930,0.45906281,0.00000000,,3614,1,1
P696,P383,0.07746883,0.43948796,0.00000000,,3514,1,1
P696,P414,0.12649484,0.43593025,0.84506059,58.025,3623,1,1
P696,P698,0.16754891,0.61730826,0.99963725,2.694,3636,1,1
P696,TPW2,0.07669556,0.43510109,0.00000000,,3635,1,1
P698,ALBH,0.07421759,0.49830964,0.00000000,,3639,1,1
P698,P367,0.07619376,0.51157808,0.00000000,,3639,1,1
P698,P398,0.07435197,0.49921194,0.00000000,,3648,1,1
P698,P414,0.11939895,0.51629889,0.85609883,55.744,3636,1,1
P698,P425,0.11660393,0.50628108,0.82985342,61.075,3648,1,1
P698,P439,0.07401975,0.49698138,0.00000000,,3645,1,1
P698,P696,0.14156930,0.61730826,0.99963725,2.694,3636,1,1
P698,P700,0.12505984,0.50666273,0.99903202,4.401,3610,1,1
P700,P367,0.06654971,0.54187530,0.00000000,,3601,1,1
P700,P412,0.06984206,0.56868297,0.00000000,,3606,1,1
P700,P414,0.10714772,0.58273375,0.86912221,52.966,3598,1,1
P700,P418,0.06839997,0.55694085,0.00000000,,3610,1,1
P700,P420,0.10396730,0.58118486,0.79607987,67.536,3611,1,1
P700,P421,0.10825676,0.57700080,0.91341180,42.560,3609,1,1
P700,P425,0.10645769,0.58360326,0.84965801,57.083,3610,1,1
P700,P446,0.10250381,0.54419744,0.87129325,52.493,3611,1,1
P700,P698,0.10312339,0.50666273,0.99903202,4.401,3610,0,1
P732,CABL,0.09931844,0.61287993,0.71166730,82.480,3536,0,1
P732,P062,0.07805196,0.66807497,0.00000000,,3597,1,1
P732,P364,0.11464631,0.69279933,0.86549944,53.749,3546,1,1
P732,P365,0.12404850,0.74241072,0.95809561,29.260,3596,1,1
P732,P366,0.11236598,0.63925117,0.96758950,25.670,3569,1,1
P732,P398,0.07579277,0.64873773,0.00000000,,3596,1,1
P732,P401,0.07416571,0.63481110,0.00000000,,3590,1,1
P732,P412,0.08347720,0.71451145,0.00000000,,3593,1,1
P732,P427,0.08235830,0.70493442,0.00000000,,3597,1,1
P733,P327,0.06286588,0.62824953,0.00000000,,3648,0,1
P733,P332,0.06506619,0.65023828,0.00000000,,3587,0,1
P733,P362,0.09642452,0.64508516,0.95559675,30.139,3627,0,1
P733,P367,0.07355259,0.73504704,0.00000000,,3638,1,1
P733,P377,0.07145304,0.71406519,0.00000000,,3626,1,1
P733,P395,0.06773312,0.67689031,0.00000000,,3635,0,1
P733,P398,0.07264855,0.72601247,0.00000000,,3647,1,1
P733,P401,0.07299840,0.72950876,0.00000000,,3641,1,1
P733,P402,0.07013465,0.70088995,0.00000000,,3644,1,1
P733,P414,0.07220284,0.72155833,0.00000000,,3635,1,1
P733,P420,0.07160374,0.71557128,0.00000000,,3648,1,1
P733,UCLU,0.06989627,0.69850761,0.00000000,,3633,1,1
P734,P324,0.08509009,0.70753312,0.00000000,,3650,1,1
P734,P366,0.08374559,0.69635350,0.00000000,,3602,1,1
P734,P367,0.08725219,0.72551131,0.00000000,,3640,1,1
P734,P370,0.08412219,0.56651217,0.39891857,135.573,3647,0,1
P734,P377,0.08390950,0.69771636,0.00000000,,3628,1,1
P734,P398,0.08774520,0.72961080,0.00000000,,3649,1,1
P734,P401,0.08629246,0.71753109,0.00000000,,3643,1,1
P734,P406,0.08392336,0.69783169,0.00000000,,3648,1,1
P734,P425,0.08391021,0.69772238,0.00000000,,3649,1,1
P734,PSPT,0.07365845,0.61247784,0.00000000,,3499,0,1
P784,P364,0.09530183,0.64219308,0.00000000,,3566,1,1
P784,P377,0.09318604,0.62793577,0.00000000,,3596,1,1
P784,P380,0.14371730,0.70979482,0.77594036,71.229,3617,1,1
P784,P398,0.09205666,0.62032545,0.00000000,,3617,1,1
P784,P401,0.09371906,0.63152754,0.00000000,,3611,1,1
P784,P406,0.09873032,0.66529602,0.00000000,,3616,1,1
P784,P414,0.09236179,0.62238157,0.00000000,,3610,1,1
P784,P425,0.09305958,0.62708360,0.00000000,,3617,1,1
PCOL,CPXX,0.11873001,0.61658609,0.90798658,43.938,3630,1,1
PCOL,P398,0.10370658,0.61195046,0.57294405,105.543,3635,1,1
PCOL,P406,0.07745557,0.59968740,0.00000000,,3634,1,1
PCOL,P418,0.11241668,0.59813625,0.81669635,63.638,3635,1,1
PCOL,P421,0.11079314,0.60056889,0.77168798,71.997,3634,1,1
PCOL,P425,0.07753554,0.60030663,0.00000000,,3635,1,1
PCOL,P437,0.10513631,0.59697819,0.65106916,92.643,3632,1,1
PCOL,ZSE1,0.12201301,0.62754589,0.95136136,31.579,3531,1,1
PGC5,ALBH,0.11107673,0.70592600,0.95911121,28.896,3638,1,1
PGC5,CLRS,0.10063217,0.64012909,0.86718154,53.387,3638,0,1
PGC5,NANO,0.09835108,0.67690045,0.69367993,85.527,3647,1,1
PGC5,P398,0.07219662,0.66662920,0.00000000,,3647,1,1
PGC5,P401,0.09341601,0.68810552,0.52336055,113.797,3641,1,1
PGC5,P402,0.08890326,0.65233195,0.50567526,116.778,3644,1,1
PGC5,P439,0.10909279,0.70001334,0.92189282,40.330,3644,1,1
PGC5,SC04,0.10546286,0.66106546,0.93818498,35.723,3627,1,1
PGC5,UCLU,0.07646711,0.70606095,0.00000000,,3633,1,1
PSPT,P324,0.08458844,0.60255754,0.00000000,,3499,1,1
PSPT,P367,0.08901411,0.63408339,0.00000000,,3489,1,1
PSPT,P370,0.12123300,0.59229100,0.81390148,64.174,3496,0,1
PSPT,P398,0.08773132,0.62494552,0.00000000,,3498,1,1
PSPT,P401,0.08542897,0.60854495,0.00000000,,3492,1,1
PSPT,P414,0.08615580,0.61372250,0.00000000,,3486,1,1
PSPT,P420,0.08520453,0.60694623,0.00000000,,3499,1,1
PSPT,P425,0.08748633,0.62320042,0.00000000,,3498,1,1
PSPT,P734,0.08598108,0.61247784,0.00000000,,3499,1,1
PTAL,CLRS,0.12124016,0.71980208,0.77171856,71.991,3641,1,1
PTAL,P367,0.08163041,0.65783733,0.00000000,,3641,1,1
PTAL,P398,0.08400294,0.67695689,0.00000000,,3650,1,1
PTAL,P401,0.08457607,0.68157566,0.00000000,,3644,1,1
PTAL,P414,0.08176084,0.65888840,0.00000000,,3638,1,1
PTAL,P435,0.07086230,0.57106000,0.00000000,,3606,0,1
PTAL,P446,0.08149154,0.65671819,0.00000000,,3651,1,1
PTAL,SC04,0.10820404,0.65371740,0.65480864,92.023,3630,1,1
PTAL,UCLU,0.12077958,0.69779831,0.82659471,61.716,3636,1,1
PTRF,ALBH,0.12105286,0.62431479,0.78067535,70.370,3609,1,1
PTRF,NANO,0.11769330,0.63128823,0.68610942,86.801,3618,1,1
PTRF,P367,0.08496761,0.62086296,0.00000000,,3609,1,1
PTRF,P398,0.08568688,0.62611872,0.00000000,,3618,1,1
PTRF,P401,0.12346637,0.63826299,0.79173791,68.341,3612,1,1
PTRF,P418,0.08352657,0.61033320,0.00000000,,3618,1,1
PTRF,P425,0.08408570,0.61441880,0.00000000,,3618,1,1
PTRF,UCLU,0.11704867,0.63896996,0.64893335,92.997,3604,1,1
QUAD,NANO,0.11445992,0.68233865,0.43431094,129.151,3642,1,1
QUAD,NTKA,0.11958224,0.68210667,0.54605144,110.004,3629,1,1
QUAD,P367,0.09356165,0.67609411,0.00000000,,3633,1,1
QUAD,P377,0.09231578,0.66709125,0.00000000,,3621,1,1
QUAD,P398,0.09535296,0.68903840,0.00000000,,3642,1,1
QUAD,P401,0.09575040,0.69191039,0.00000000,,3636,1,1
QUAD,P425,0.09224468,0.66657752,0.00000000,,3642,1,1
QUAD,UCLU,0.11221831,0.67700535,0.40171590,135.056,3628,1,1
REDM,P367,0.10095520,0.67538244,0.00000000,,3639,1,1
REDM,P380,0.09849783,0.65894282,0.00000000,,3648,1,1
REDM,P398,0.10262244,0.68653613,0.00000000,,3648,1,1
REDM,P401,0.09932308,0.66446370,0.00000000,,3642,1,1
REDM,P406,0.09837420,0.65811568,0.00000000,,3647,1,1
REDM,P414,0.10146353,0.67878318,0.00000000,,3636,1,1
REDM,P420,0.10087337,0.67483503,0.00000000,,3649,1,1
REDM,P425,0.09858559,0.65952992,0.00000000,,3648,1,1
SC04,ALBH,0.10893683,0.63224500,0.82816565,61.407,3619,1,1
SC04,CLRS,0.11802204,0.66863495,0.94624949,33.241,3619,1,1
SC04,NANO,0.10844335,0.60975993,0.88327730,49.823,3628,1,1
SC04,P409,0.07289267,0.60776901,0.00000000,,3630,1,1
SC04,P439,0.11105371,0.65247202,0.82043535,62.916,3625,1,1
SC04,PGC5,0.11679179,0.66106546,0.93818498,35.723,3627,1,1
SC04,PTAL,0.10458160,0.65371740,0.65480864,92.023,3630,1,1
SC04,UCLU,0.09936503,0.69311875,0.40611932,134.247,3614,1,1
SEDR,ALBH,0.11682739,0.69448656,0.64088869,94.329,3639,1,1
SEDR,P398,0.09152605,0.71144509,0.00000000,,3648,1,1
SEDR,P401,0.08957175,0.69625407,0.00000000,,3642,1,1
SEDR,P414,0.08947798,0.69552517,0.00000000,,3636,1,1
SEDR,P418,0.08923253,0.69361734,0.00000000,,3648,1,1
SEDR,P420,0.08958543,0.69636047,0.00000000,,3649,1,1
SEDR,P425,0.08728851,0.67850614,0.00000000,,3648,1,1
SEDR,UCLU,0.08927642,0.69395840,0.00000000,,3634,1,1
SEDR,ZSE1,0.08568318,0.66602772,0.00000000,,3543,0,1
TPW2,P365,0.08056011,0.57725859,0.00000000,,3647,1,1
TPW2,P367,0.08097554,0.58023542,0.00000000,,3639,1,1
TPW2,P398,0.11568492,0.58821350,0.72220242,80.678,3648,1,1
TPW2,P414,0.08283702,0.59357387,0.00000000,,3636,1,1
TPW2,P420,0.11423112,0.57866985,0.71958137,81.128,3649,1,1
TPW2,P421,0.08112724,0.58132243,0.00000000,,3647,1,1
TPW2,P425,0.11739597,0.59136391,0.74953306,75.935,3648,1,1
TPW2,P434,0.08039183,0.57605278,0.00000000,,3650,1,1
TPW2,P696,0.06072113,0.43510109,0.00000000,,3635,0,1
UCLU,ALBH,0.03530035,0.72225708,0.00000000,,3626,1,1
UCLU,ARLI,0.03284274,0.67197359,0.00000000,,3544,0,1
UCLU,BAMF,0.04775214,0.65970385,0.95196331,31.378,3634,0,1
UCLU,CLRS,0.04373319,0.70037484,0.58326310,103.838,3625,0,1
UCLU,NANO,0.04479093,0.74158067,0.52457082,113.594,3634,1,1
UCLU,NTKA,0.04343977,0.70198733,0.56041515,107.618,3621,0,1
UCLU,P154,0.03021178,0.61814332,0.00000000,,3599,0,1
UCLU,P327,0.03089935,0.63221109,0.00000000,,3635,0,1
UCLU,P345,0.03378703,0.69129413,0.00000000,,3557,0,1
UCLU,P367,0.03577960,0.73206276,0.00000000,,3625,1,1
UCLU,P398,0.03665954,0.75006670,0.00000000,,3634,1,1
UCLU,P401,0.04473173,0.77527380,0.41985753,131.745,3628,1,1
UCLU,P402,0.03521318,0.72047353,0.00000000,,3631,0,1
UCLU,P414,0.03528602,0.72196394,0.00000000,,3622,1,1
UCLU,P425,0.03532177,0.72269535,0.00000000,,3634,1,1
UCLU,P435,0.02713282,0.55514663,0.00000000,,3590,0,1
UCLU,P437,0.03411437,0.69799149,0.00000000,,3631,0,1
UCLU,P439,0.03577204,0.73190820,0.00000000,,3631,1,1
UCLU,P733,0.03413959,0.69850761,0.00000000,,3633,0,1
UCLU,PGC5,0.03450876,0.70606095,0.00000000,,3633,0,1
UCLU,PTAL,0.04757154,0.69779831,0.82659471,61.716,3636,0,1
UCLU,PTRF,0.04180190,0.63896996,0.64893335,92.997,3604,0,1
UCLU,QUAD,0.03963329,0.67700535,0.40171590,135.056,3628,0,1
UCLU,SC04,0.04049258,0.69311875,0.40611932,134.247,3614,0,1
UCLU,SEDR,0.03391725,0.69395840,0.00000000,,3634,0,1
ZSE1,ARLI,0.09330070,0.66167456,0.61441821,98.699,3455,0,1
ZSE1,P398,0.07702829,0.71535927,0.00000000,,3543,1,1
ZSE1,P401,0.07440232,0.69097203,0.00000000,,3537,1,1
ZSE1,P418,0.09699910,0.68289661,0.65379274,92.192,3543,1,1
