source_station,target_station,weight,training_abs_correlation,distance_weight,distance_km,mutual_training_days,selected_directed,symmetrized_support
P367,P409,0.01829070,0.76062620,0.00000000,,3641,1,1
P367,P412,0.01845083,0.76728499,0.00000000,,3635,1,1
P367,P414,0.01908262,0.79355824,0.00000000,,3627,1,1
P367,P418,0.01738526,0.72297269,0.00000000,,3639,0,1
P367,P420,0.01826238,0.75944817,0.00000000,,3640,0,1
P367,P421,0.01771026,0.73648810,0.00000000,,3638,0,1
P367,P425,0.01851860,0.77010334,0.00000000,,3639,1,1
P367,P427,0.01691412,0.70338035,0.00000000,,3640,0,1
P367,P429,0.01512062,0.62879688,0.00000000,,3638,0,1
P367,P434,0.01600069,0.66539490,0.00000000,,3641,0,1
P367,P446,0.01756746,0.73054957,0.00000000,,3640,0,1
P367,P698,0.01230187,0.51157808,0.00000000,,3639,0,1
P367,P700,0.01303042,0.54187530,0.00000000,,3601,0,1
P367,P733,0.01767560,0.73504704,0.00000000,,3638,0,1
P367,P734,0.01744630,0.72551131,0.00000000,,3640,0,1
P367,PSPT,0.01524774,0.63408339,0.00000000,,3489,0,1
P367,PTAL,0.01581895,0.65783733,0.00000000,,3641,0,1
P367,PTRF,0.01492983,0.62086296,0.00000000,,3609,0,1
P367,QUAD,0.01625797,0.67609411,0.00000000,,3633,0,1
P367,REDM,0.01624086,0.67538244,0.00000000,,3639,0,1
P367,TPW2,0.01395286,0.58023542,0.00000000,,3639,0,1
P367,UCLU,0.01760384,0.73206276,0.00000000,,3625,0,1
P370,P163,0.07767451,0.56173700,0.00000000,,3647,0,1
P370,P324,0.08614738,0.62301224,0.00000000,,3648,1,1
P370,P332,0.07914412,0.57236511,0.00000000,,3587,1,1
P370,P374,0.08203880,0.59329921,0.00000000,,3563,1,1
P370,P380,0.11403783,0.56858456,0.76838887,72.589,3646,1,1
P370,P398,0.07941992,0.57435966,0.00000000,,3647,1,1
P370,P446,0.08103470,0.58603764,0.00000000,,3647,1,1
P370,P734,0.09672169,0.56651217,0.39891857,135.573,3647,1,1
P370,PSPT,0.11941362,0.59229100,0.81390148,64.174,3496,1,1
P374,P367,0.11536325,0.67330021,0.90906042,43.668,3556,1,1
P374,P370,0.07010499,0.59329921,0.00000000,,3563,0,1
P374,P376,0.10951895,0.67188168,0.76493490,73.207,3541,1,1
P374,P398,0.07733115,0.65445429,0.00000000,,3565,1,1
P374,P406,0.08008756,0.67778194,0.00000000,,3564,1,1
P374,P414,0.07856959,0.66493523,0.00000000,,3553,1,1
P374,P417,0.07456593,0.63105226,0.00000000,,3565,0,1
P374,P421,0.07749317,0.65582544,0.00000000,,3564,1,1
P374,P425,0.07914988,0.66984624,0.00000000,,3565,1,1
P374,P446,0.08026723,0.67930233,0.00000000,,3566,1,1
P375,CPXX,0.06346685,0.65573853,0.00000000,,3642,0,1
P375,DDSN,0.05843278,0.60372657,0.00000000,,3629,0,1
P375,P367,0.09995893,0.74087590,0.87569475,51.524,3638,1,1
P375,P385,0.06025489,0.62255263,0.00000000,,3646,0,1
P375,P398,0.06778719,0.70037615,0.00000000,,3648,1,1
P375,P404,0.09701902,0.71161467,0.87235296,52.261,3638,1,1
P375,P409,0.06995483,0.72277218,0.00000000,,3649,1,1
P375,P412,0.08969948,0.70158577,0.67556363,88.567,3644,1,1
P375,P414,0.06807098,0.70330822,0.00000000,,3635,1,1
P375,P420,0.06867146,0.70951241,0.00000000,,3648,1,1
P375,P425,0.06816550,0.70428485,0.00000000,,3647,1,1
P375,P429,0.05946893,0.61443204,0.00000000,,3647,0,1
P376,CORV,0.06913525,0.70463407,0.91305089,42.653,3620,0,1
P376,ENUM,0.03100790,0.45254028,0.00000000,,3548,0,1
P376,KTBW,0.04419795,0.64504069,0.00000000,,3580,0,1
P376,P163,0.03791454,0.55333829,0.00000000,,3621,0,1
P376,P362,0.04450892,0.64957905,0.00000000,,3600,0,1
P376,P365,0.04798526,0.70031387,0.00000000,,3619,0,1
P376,P367,0.06657551,0.74025857,0.69410437,85.456,3611,1,1
P376,P374,0.06350812,0.67188168,0.76493490,73.207,3541,0,1
P376,P382,0.04452710,0.64984435,0.00000000,,3603,0,1
P376,P383,0.05866811,0.64725715,0.62689847,96.641,3497,0,1
P376,P398,0.04916301,0.71750253,0.00000000,,3620,1,1
P376,P401,0.04857004,0.70884842,0.00000000,,3614,1,1
P376,P406,0.07222988,0.73361385,0.96160376,27.983,3619,1,1
P376,P414,0.05064351,0.73910946,0.00000000,,3608,1,1
P376,P420,0.04857695,0.70894921,0.00000000,,3621,1,1
P376,P425,0.05060557,0.73855561,0.00000000,,3620,1,1
P376,P446,0.04945295,0.72173393,0.00000000,,3621,1,1
P376,P696,0.03136994,0.45782408,0.00000000,,3607,0,1
P377,DDSN,0.03982411,0.61668181,0.55994862,107.695,3609,0,1
P377,OBSR,0.02222623,0.44834727,0.00000000,,3604,0,1
P377,P062,0.03263147,0.65824157,0.00000000,,3628,0,1
P377,P164,0.03331234,0.67197615,0.00000000,,3563,0,1
P377,P326,0.03284243,0.66249704,0.00000000,,3628,0,1
P377,P327,0.03110470,0.62744367,0.00000000,,3628,0,1
P377,P349,0.03234469,0.65245658,0.00000000,,3576,0,1
P377,P362,0.03106786,0.62670052,0.00000000,,3607,0,1
P377,P365,0.04178203,0.70308226,0.41923258,131.858,3626,0,1
P377,P367,0.03766795,0.75983739,0.00000000,,3618,1,1
P377,P380,0.03461020,0.69815642,0.00000000,,3627,0,1
P377,P382,0.04064143,0.68128282,0.41560704,132.515,3610,0,1
P377,P383,0.04615989,0.65674615,0.82317191,62.384,3504,0,1
P377,P398,0.03728174,0.75204682,0.00000000,,3627,1,1
P377,P401,0.03671364,0.74058700,0.00000000,,3621,1,1
P377,P406,0.03633758,0.73300123,0.00000000,,3626,1,1
P377,P407,0.03041172,0.61346477,0.00000000,,3548,0,1
P377,P412,0.03570039,0.72014773,0.00000000,,3623,1,1
P377,P414,0.03751159,0.75668341,0.00000000,,3615,1,1
P377,P420,0.03659556,0.73820508,0.00000000,,3628,1,1
P377,P425,0.03613251,0.72886455,0.00000000,,3627,1,1
P377,P437,0.03405774,0.68701220,0.00000000,,3624,0,1
P377,P696,0.02275744,0.45906281,0.00000000,,3614,0,1
P377,P733,0.03539886,0.71406519,0.00000000,,3626,0,1
P377,P734,0.03458838,0.69771636,0.00000000,,3628,0,1
P377,P784,0.03112910,0.62793577,0.00000000,,3596,0,1
P377,QUAD,0.03307018,0.66709125,0.00000000,,3621,0,1
P380,DDSN,0.05720013,0.59431219,0.30954537,153.144,3630,0,1
P380,P154,0.06157131,0.62549174,0.37591219,139.886,3613,0,1
P380,P163,0.04583051,0.55885369,0.00000000,,3649,0,1
P380,P345,0.05721993,0.69773549,0.00000000,,3571,1,1
P380,P349,0.05312753,0.64783293,0.00000000,,3595,0,1
P380,P370,0.06763321,0.56858456,0.76838887,72.589,3646,0,1
P380,P377,0.05725446,0.69815642,0.00000000,,3627,1,1
P380,P382,0.06974496,0.65235442,0.59433073,102.012,3631,0,1
P380,P401,0.05727490,0.69840568,0.00000000,,3642,1,1
P380,P406,0.05934753,0.72367913,0.00000000,,3647,1,1
P380,P414,0.05738391,0.69973505,0.00000000,,3636,1,1
P380,P425,0.05688027,0.69359362,0.00000000,,3648,1,1
P380,P446,0.05672859,0.69174403,0.00000000,,3649,1,1
P380,P784,0.07942002,0.70979482,0.77594036,71.229,3617,1,1
P380,REDM,0.05403863,0.65894282,0.00000000,,3648,0,1
P382,P345,0.09337837,0.64644545,0.00000000,,3564,1,1
P382,P376,0.09386933,0.64984435,0.00000000,,3603,1,1
P382,P377,0.11842192,0.68128282,0.41560704,132.515,3610,1,1
P382,P380,0.12284873,0.65235442,0.59433073,102.012,3631,1,1
P382,P401,0.09407385,0.65126020,0.00000000,,3625,1,1
P382,P406,0.09606015,0.66501105,0.00000000,,3630,1,1
P382,P414,0.09432627,0.65300769,0.00000000,,3619,1,1
P382,P425,0.09442277,0.65367573,0.00000000,,3631,1,1
P383,CPXX,0.07254795,0.66681623,0.00000000,,3520,1,1
P383,DDSN,0.06563023,0.60323280,0.00000000,,3507,0,1
P383,ENUM,0.04966465,0.45648697,0.00000000,,3461,0,1
P383,P155,0.07267974,0.66802758,0.00000000,,3508,1,1
P383,P366,0.07010287,0.64434254,0.00000000,,3496,1,1
P383,P376,0.09315497,0.64725715,0.62689847,96.641,3497,1,1
P383,P377,0.10130537,0.65674615,0.82317191,62.384,3504,1,1
P383,P407,0.06948036,0.63862079,0.00000000,,3446,0,1
P383,P414,0.07177033,0.65966880,0.00000000,,3513,1,1
P383,P425,0.07067642,0.64961421,0.00000000,,3525,1,1
P383,P434,0.07010851,0.64439440,0.00000000,,3527,1,1
P383,P696,0.04781520,0.43948796,0.00000000,,3514,0,1
P385,P367,0.09870642,0.64503151,0.00000000,,3638,1,1
P385,P375,0.09526657,0.62255263,0.00000000,,3646,1,1
P385,P398,0.09744851,0.63681126,0.00000000,,3647,1,1
P385,P401,0.09351096,0.61107993,0.00000000,,3641,1,1
P385,P409,0.09609555,0.62796980,0.00000000,,3649,1,1
P385,P412,0.12555760,0.62050587,0.59998196,101.080,3643,1,1
P385,P420,0.09358580,0.61156899,0.00000000,,3648,1,1
P385,P421,0.09579426,0.62600100,0.00000000,,3646,1,1
P387,P062,0.11402906,0.52519011,0.38954329,137.316,3631,1,1
P387,P367,0.08895087,0.51097667,0.00000000,,3621,1,1
P387,P412,0.11498906,0.51795143,0.42780355,130.314,3627,1,1
P387,P414,0.08997595,0.51686525,0.00000000,,3618,1,1
P387,P420,0.08949193,0.51408482,0.00000000,,3631,1,1
P387,P421,0.09161319,0.52627033,0.00000000,,3629,1,1
P387,P425,0.09118818,0.52382892,0.00000000,,3630,1,1
P387,P437,0.08765497,0.50353241,0.00000000,,3627,1,1
P395,P367,0.11570729,0.67561710,0.87718987,51.192,3627,1,1
P395,P398,0.08296724,0.69410872,0.00000000,,3636,1,1
P395,P401,0.08153404,0.68211842,0.00000000,,3630,1,1
P395,P402,0.08457649,0.70757174,0.00000000,,3633,1,1
P395,P414,0.08084147,0.67632437,0.00000000,,3624,1,1
P395,P417,0.07456589,0.62382245,0.00000000,,3636,0,1
P395,P420,0.08412430,0.70378876,0.00000000,,3637,1,1
P395,P435,0.06698446,0.56039584,0.00000000,,3592,0,1
P395,P446,0.08841555,0.73968953,0.00000000,,3637,1,1
P395,P733,0.08090912,0.67689031,0.00000000,,3635,1,1
P397,KTBW,0.09242058,0.66184294,0.00000000,,3609,1,1
P397,P366,0.08697135,0.62281990,0.00000000,,3602,1,1
P397,P367,0.08898527,0.63724202,0.00000000,,3640,1,1
P397,P398,0.12637801,0.62128979,0.85118824,56.767,3649,1,1
P397,P414,0.08671913,0.62101376,0.00000000,,3637,1,1
P397,P418,0.08691277,0.62240034,0.00000000,,3649,1,1
P397,P420,0.12096260,0.61230832,0.76179016,73.768,3650,1,1
P397,P425,0.12446196,0.63624722,0.76515228,73.168,3649,1,1
P398,ARLI,0.01494966,0.69186389,0.00000000,,3558,0,1
P398,BAMF,0.01310725,0.60659802,0.00000000,,3648,0,1
P398,BCOV,0.01344116,0.62205148,0.00000000,,3641,0,1
P398,CLRS,0.01398075,0.64702326,0.00000000,,3639,0,1
P398,CORV,0.01492128,0.69055080,0.00000000,,3648,0,1
P398,NANO,0.01559660,0.72180402,0.00000000,,3648,0,1
P398,NTKA,0.01492445,0.69069743,0.00000000,,3635,0,1
P398,P058,0.01500801,0.69456440,0.00000000,,3638,0,1
P398,P154,0.01387237,0.64200765,0.00000000,,3614,0,1
P398,P155,0.01412820,0.65384722,0.00000000,,3631,0,1
P398,P160,0.01339396,0.61986673,0.00000000,,3630,0,1
P398,P161,0.01285391,0.59487349,0.00000000,,3634,0,1
P398,P163,0.01205395,0.55785197,0.00000000,,3649,0,1
P398,P169,0.01533072,0.70949942,0.00000000,,3648,0,1
P398,P324,0.01552648,0.71855915,0.00000000,,3650,0,1
P398,P327,0.01380302,0.63879812,0.00000000,,3649,0,1
P398,P332,0.01463077,0.67710608,0.00000000,,3589,0,1
P398,P345,0.01542795,0.71399921,0.00000000,,3571,0,1
P398,P349,0.01424227,0.65912622,0.00000000,,3596,0,1
P398,P364,0.01475099,0.68266952,0.00000000,,3597,0,1
P398,P366,0.01548958,0.71685147,0.00000000,,3601,0,1
P398,P367,0.01697355,0.78552890,0.00000000,,3639,1,1
P398,P370,0.01241065,0.57435966,0.00000000,,3647,0,1
P398,P374,0.01414132,0.65445429,0.00000000,,3565,0,1
P398,P375,0.01513359,0.70037615,0.00000000,,3648,0,1
P398,P376,0.01550365,0.71750253,0.00000000,,3620,0,1
P398,P377,0.01625008,0.75204682,0.00000000,,3627,0,1
P398,P385,0.01376009,0.63681126,0.00000000,,3647,0,1
P398,P395,0.01499816,0.69410872,0.00000000,,3636,0,1
P398,P397,0.01955548,0.62128979,0.85118824,56.767,3649,0,1
P398,P401,0.01724397,0.79804391,0.00000000,,3642,1,1
P398,P402,0.02092733,0.76220143,0.61891955,97.957,3645,1,1
P398,P406,0.01625540,0.75229329,0.00000000,,3647,0,1
P398,P409,0.01609664,0.74494559,0.00000000,,3650,0,1
P398,P412,0.01630134,0.75441903,0.00000000,,3644,1,1
P398,P414,0.01703356,0.78830606,0.00000000,,3636,1,1
P398,P417,0.01910667,0.60779738,0.82935435,61.173,3648,0,1
P398,P418,0.02325257,0.78453571,0.87475079,51.733,3648,1,1
P398,P420,0.02182060,0.78417683,0.67701381,88.325,3649,1,1
P398,P421,0.01627744,0.75331300,0.00000000,,3647,0,1
P398,P425,0.02110217,0.76865363,0.62383848,97.146,3648,1,1
P398,P429,0.01376389,0.63698697,0.00000000,,3648,0,1
P398,P434,0.01493268,0.69107825,0.00000000,,3650,0,1
P398,P435,0.01213448,0.56157887,0.00000000,,3604,0,1
P398,P437,0.01575510,0.72913957,0.00000000,,3645,0,1
P398,P439,0.01528572,0.70741671,0.00000000,,3645,0,1
P398,P446,0.01599222,0.74011344,0.00000000,,3649,0,1
P398,P698,0.01078687,0.49921194,0.00000000,,3648,0,1
P398,P732,0.01401780,0.64873773,0.00000000,,3596,0,1
P398,P733,0.01568753,0.72601247,0.00000000,,3647,0,1
P398,P734,0.01576529,0.72961080,0.00000000,,3649,0,1
P398,P784,0.01340387,0.62032545,0.00000000,,3617,0,1
P398,PCOL,0.01734959,0.61195046,0.57294405,105.543,3635,0,1
P398,PGC5,0.01440439,0.66662920,0.00000000,,3647,0,1
P398,PSPT,0.01350370,0.62494552,0.00000000,,3498,0,1
P398,PTAL,0.01462755,0.67695689,0.00000000,,3650,0,1
P398,PTRF,0.01352905,0.62611872,0.00000000,,3618,0,1
P398,QUAD,0.01488861,0.68903840,0.00000000,,3642,0,1
P398,REDM,0.01483454,0.68653613,0.00000000,,3648,0,1
P398,SEDR,0.01537276,0.71144509,0.00000000,,3648,0,1
P398,TPW2,0.01791174,0.58821350,0.72220242,80.678,3648,0,1
P398,UCLU,0.01620729,0.75006670,0.00000000,,3634,0,1
P398,ZSE1,0.01545734,0.71535927,0.00000000,,3543,0,1
P401,ALBH,0.02521856,0.73358840,0.64322656,93.942,3633,0,1
P401,ARLI,0.01828974,0.68753421,0.00000000,,3552,0,1
P401,BAMF,0.02192224,0.63927114,0.55444062,108.609,3642,0,1
P401,BCOV,0.01689878,0.63524634,0.00000000,,3635,0,1
P401,CLRS,0.02267745,0.65659851,0.58762622,103.118,3633,0,1
P401,NANO,0.01875927,0.70518452,0.00000000,,3642,0,1
P401,NTKA,0.01945650,0.73139435,0.00000000,,3629,0,1
P401,OBSR,0.01163545,0.43739128,0.00000000,,3619,0,1
P401,P058,0.01834593,0.68964642,0.00000000,,3632,0,1
P401,P154,0.01690831,0.63560450,0.00000000,,3607,0,1
P401,P160,0.01629668,0.61261272,0.00000000,,3624,0,1
P401,P169,0.01864142,0.70075428,0.00000000,,3642,0,1
P401,P327,0.01717034,0.64545453,0.00000000,,3643,0,1
P401,P332,0.01782331,0.67000073,0.00000000,,3582,0,1
P401,P345,0.01846702,0.69419843,0.00000000,,3565,0,1
P401,P364,0.01834564,0.68963540,0.00000000,,3591,0,1
P401,P367,0.02054819,0.77243215,0.00000000,,3633,1,1
P401,P376,0.01885674,0.70884842,0.00000000,,3614,0,1
P401,P377,0.01970105,0.74058700,0.00000000,,3621,0,1
P401,P380,0.01857894,0.69840568,0.00000000,,3642,0,1
P401,P382,0.01732478,0.65126020,0.00000000,,3625,0,1
P401,P385,0.01625591,0.61107993,0.00000000,,3641,0,1
P401,P395,0.01814567,0.68211842,0.00000000,,3630,0,1
P401,P398,0.02122951,0.79804391,0.00000000,,3642,1,1
P401,P402,0.02920732,0.77627259,0.96500170,26.693,3639,1,1
P401,P406,0.01967906,0.73976076,0.00000000,,3641,0,1
P401,P409,0.01972244,0.74139112,0.00000000,,3644,1,1
P401,P414,0.02022485,0.76027769,0.00000000,,3630,1,1
P401,P418,0.02408075,0.73547024,0.50926620,116.171,3642,0,1
P401,P420,0.02012516,0.75653017,0.00000000,,3643,1,1
P401,P421,0.01928091,0.72479367,0.00000000,,3641,0,1
P401,P429,0.01664387,0.62566382,0.00000000,,3641,0,1
P401,P434,0.01789120,0.67255253,0.00000000,,3644,0,1
P401,P435,0.02155390,0.56736922,0.72860664,79.577,3598,0,1
P401,P437,0.01881256,0.70718771,0.00000000,,3639,0,1
P401,P439,0.01989181,0.74775821,0.00000000,,3639,1,1
P401,P446,0.01914151,0.71955341,0.00000000,,3643,0,1
P401,P732,0.01688720,0.63481110,0.00000000,,3590,0,1
P401,P733,0.01940634,0.72950876,0.00000000,,3641,0,1
P401,P734,0.01908771,0.71753109,0.00000000,,3643,0,1
P401,P784,0.01679985,0.63152754,0.00000000,,3611,0,1
P401,PGC5,0.02294574,0.68810552,0.52336055,113.797,3641,0,1
P401,PSPT,0.01618847,0.60854495,0.00000000,,3492,0,1
P401,PTAL,0.01813123,0.68157566,0.00000000,,3644,0,1
P401,PTRF,0.02399961,0.63826299,0.79173791,68.341,3612,0,1
P401,QUAD,0.01840615,0.69191039,0.00000000,,3636,0,1
P401,REDM,0.01767602,0.66446370,0.00000000,,3642,0,1
P401,SEDR,0.01852170,0.69625407,0.00000000,,3642,0,1
P401,UCLU,0.02434679,0.77527380,0.41985753,131.745,3628,1,1
P401,ZSE1,0.01838119,0.69097203,0.00000000,,3537,0,1
P402,ALBH,0.06172441,0.71909511,0.65362728,92.219,3636,1,1
P402,BAMF,0.03877265,0.58856523,0.00000000,,3645,0,1
P402,BCOV,0.03939710,0.59804434,0.00000000,,3638,0,1
P402,NTKA,0.04576890,0.69476759,0.00000000,,3632,0,1
P402,P332,0.04285262,0.65049875,0.00000000,,3585,0,1
P402,P367,0.04845107,0.73548275,0.00000000,,3636,1,1
P402,P395,0.04661239,0.70757174,0.00000000,,3633,0,1
P402,P398,0.06380197,0.76220143,0.61891955,97.957,3645,1,1
P402,P401,0.07232849,0.77627259,0.96500170,26.693,3639,1,1
P402,P414,0.04786874,0.72664309,0.00000000,,3633,1,1
P402,P417,0.04193426,0.63655812,0.00000000,,3645,0,1
P402,P418,0.06190733,0.71651781,0.66968924,89.548,3645,0,1
P402,P420,0.04785964,0.72650486,0.00000000,,3646,1,1
P402,P435,0.05795335,0.61543941,0.79286152,68.133,3601,0,1
P402,P439,0.04721971,0.71679085,0.00000000,,3642,1,1
P402,P733,0.04617221,0.70088995,0.00000000,,3644,0,1
P402,PGC5,0.05407743,0.65233195,0.50567526,116.778,3644,0,1
P402,UCLU,0.04746231,0.72047353,0.00000000,,3631,1,1
P404,DDSN,0.06217288,0.60948658,0.00000000,,3621,0,1
P404,P155,0.06690063,0.65583313,0.00000000,,3622,0,1
P404,P170,0.03534370,0.34647766,0.00000000,,3602,0,1
P404,P366,0.07185608,0.70441192,0.00000000,,3592,1,1
P404,P367,0.10017989,0.74554241,0.70959145,82.833,3630,1,1
P404,P375,0.10225333,0.71161467,0.87235296,52.261,3638,1,1
P404,P406,0.10683644,0.71995372,0.98212183,18.995,3638,1,1
P404,P409,0.09864407,0.72096592,0.73815346,77.923,3641,1,1
P404,P414,0.07526452,0.73782516,0.00000000,,3627,1,1
P404,P420,0.07328698,0.71843916,0.00000000,,3640,1,1
P404,P425,0.07125008,0.69847125,0.00000000,,3639,1,1
P406,CORV,0.05716338,0.70428944,0.79186684,68.317,3647,0,1
P406,P154,0.03838083,0.65010232,0.00000000,,3612,0,1
P406,P367,0.05735454,0.76582813,0.61696434,98.280,3638,1,1
P406,P374,0.04001498,0.67778194,0.00000000,,3564,0,1
P406,P376,0.06223496,0.73361385,0.96160376,27.983,3619,1,1
P406,P377,0.04327502,0.73300123,0.00000000,,3626,0,1
P406,P380,0.04272467,0.72367913,0.00000000,,3647,0,1
P406,P382,0.03926101,0.66501105,0.00000000,,3630,0,1
P406,P398,0.04441399,0.75229329,0.00000000,,3647,1,1
P406,P401,0.04367409,0.73976076,0.00000000,,3641,1,1
P406,P404,0.06183227,0.71995372,0.98212183,18.995,3638,0,1
P406,P409,0.05854968,0.73786569,0.76158202,73.805,3649,1,1
P406,P414,0.04644036,0.78661633,0.00000000,,3635,1,1
P406,P420,0.04436096,0.75139505,0.00000000,,3648,1,1
P406,P421,0.04250230,0.71991265,0.00000000,,3646,0,1
P406,P425,0.04436453,0.75145549,0.00000000,,3647,1,1
P406,P734,0.04119868,0.69783169,0.00000000,,3648,0,1
P406,P784,0.03927784,0.66529602,0.00000000,,3616,0,1
P406,PCOL,0.03540443,0.59968740,0.00000000,,3634,0,1
P406,REDM,0.03885392,0.65811568,0.00000000,,3647,0,1
P407,CPXX,0.09266751,0.62700188,0.00000000,,3564,1,1
P407,P366,0.09400424,0.63604647,0.00000000,,3522,1,1
P407,P367,0.09209137,0.62310374,0.00000000,,3560,1,1
P407,P377,0.09066679,0.61346477,0.00000000,,3548,1,1
P407,P383,0.09438471,0.63862079,0.00000000,,3446,1,1
P407,P414,0.12251265,0.62017447,0.62629193,96.741,3557,1,1
P407,P425,0.12469886,0.64202511,0.60511684,100.233,3569,1,1
P407,P437,0.09191435,0.62190592,0.00000000,,3566,1,1
P409,P058,0.04858770,0.66375107,0.00000000,,3640,0,1
P409,P154,0.04622086,0.63141787,0.00000000,,3615,0,1
P409,P366,0.05158591,0.70470929,0.00000000,,3603,0,1
P409,P367,0.05567912,0.76062620,0.00000000,,3641,1,1
P409,P375,0.05290815,0.72277218,0.00000000,,3649,1,1
P409,P385,0.04596845,0.62796980,0.00000000,,3649,0,1
P409,P398,0.05453128,0.74494559,0.00000000,,3650,1,1
P409,P401,0.05427108,0.74139112,0.00000000,,3644,1,1
P409,P404,0.07078729,0.72096592,0.73815346,77.923,3641,0,1
P409,P406,0.07259605,0.73786569,0.76158202,73.805,3649,1,1
P409,P414,0.07811742,0.76245230,0.91410238,42.382,3638,1,1
P409,P418,0.05256575,0.71809471,0.00000000,,3650,0,1
P409,P420,0.05550118,0.75819534,0.00000000,,3651,1,1
P409,P425,0.07308757,0.74389720,0.76363111,73.440,3650,1,1
P409,P429,0.04550022,0.62157333,0.00000000,,3649,0,1
P409,SC04,0.04448972,0.60776901,0.00000000,,3630,0,1
P412,CABL,0.03501195,0.58341151,0.00000000,,3584,0,1
P412,OBSR,0.02607185,0.43444073,0.00000000,,3621,0,1
P412,P062,0.04167831,0.69449437,0.00000000,,3645,0,1
P412,P170,0.02059865,0.34323975,0.00000000,,3607,0,1
P412,P364,0.04437200,0.73938012,0.00000000,,3594,1,1
P412,P365,0.04435942,0.73917049,0.00000000,,3644,1,1
P412,P366,0.04232791,0.70531893,0.00000000,,3597,0,1
P412,P367,0.04604665,0.76728499,0.00000000,,3635,1,1
P412,P375,0.05561795,0.70158577,0.67556363,88.567,3644,0,1
P412,P377,0.04321782,0.72014773,0.00000000,,3623,0,1
P412,P385,0.04924020,0.62050587,0.59998196,101.080,3643,0,1
P412,P387,0.03964137,0.51795143,0.42780355,130.314,3627,0,1
P412,P398,0.04527453,0.75441903,0.00000000,,3644,1,1
P412,P414,0.06150488,0.76164764,0.78966355,68.724,3632,1,1
P412,P420,0.04401280,0.73339456,0.00000000,,3645,1,1
P412,P421,0.04335430,0.72242182,0.00000000,,3643,0,1
P412,P425,0.04465006,0.74401343,0.00000000,,3644,1,1
P412,P427,0.06410546,0.74982083,0.95514590,30.296,3645,1,1
P412,P429,0.05188968,0.61325681,0.75417554,75.117,3643,0,1
P412,P700,0.03412805,0.56868297,0.00000000,,3606,0,1
P412,P732,0.04287958,0.71451145,0.00000000,,3593,0,1
P414,ARLI,0.01520600,0.67400455,0.00000000,,3546,0,1
P414,BCOV,0.01363240,0.60425508,0.00000000,,3629,0,1
P414,CABL,0.01172565,0.51973867,0.00000000,,3575,0,1
P414,CORV,0.01629975,0.72248518,0.00000000,,3636,0,1
P414,DDSN,0.01351470,0.59903818,0.00000000,,3618,0,1
P414,ENUM,0.01045531,0.46343070,0.00000000,,3564,0,1
P414,KTBW,0.01454823,0.64484906,0.00000000,,3596,0,1
P414,NANO,0.01584015,0.70211333,0.00000000,,3636,0,1
P414,OBSR,0.00985246,0.43670961,0.00000000,,3613,0,1
P414,P062,0.01440255,0.63839203,0.00000000,,3637,0,1
P414,P154,0.01393179,0.61752534,0.00000000,,3601,0,1
P414,P155,0.01504377,0.66681397,0.00000000,,3619,0,1
P414,P164,0.01522739,0.67495269,0.00000000,,3570,0,1
P414,P168,0.01475638,0.65407526,0.00000000,,3636,0,1
P414,P169,0.01557722,0.69045907,0.00000000,,3636,0,1
P414,P170,0.00786222,0.34849212,0.00000000,,3605,0,1
P414,P324,0.01604695,0.71127987,0.00000000,,3637,0,1
P414,P326,0.01505149,0.66715622,0.00000000,,3637,0,1
P414,P327,0.01454044,0.64450371,0.00000000,,3637,0,1
P414,P345,0.01606645,0.71214390,0.00000000,,3559,0,1
P414,P349,0.01482586,0.65715522,0.00000000,,3583,0,1
P414,P364,0.01532197,0.67914510,0.00000000,,3585,0,1
P414,P365,0.01567978,0.69500512,0.00000000,,3635,0,1
P414,P366,0.01655786,0.73392582,0.00000000,,3589,0,1
P414,P367,0.01790321,0.79355824,0.00000000,,3627,1,1
P414,P374,0.01500139,0.66493523,0.00000000,,3553,0,1
P414,P375,0.01586711,0.70330822,0.00000000,,3635,0,1
P414,P376,0.01667481,0.73910946,0.00000000,,3608,0,1
P414,P377,0.01707129,0.75668341,0.00000000,,3615,0,1
P414,P380,0.01578649,0.69973505,0.00000000,,3636,0,1
P414,P382,0.01473229,0.65300769,0.00000000,,3619,0,1
P414,P383,0.01488257,0.65966880,0.00000000,,3513,0,1
P414,P387,0.01166083,0.51686525,0.00000000,,3618,0,1
P414,P395,0.01525833,0.67632437,0.00000000,,3624,0,1
P414,P397,0.01401049,0.62101376,0.00000000,,3637,0,1
P414,P398,0.01778471,0.78830606,0.00000000,,3636,1,1
P414,P401,0.01715237,0.76027769,0.00000000,,3630,1,1
P414,P402,0.01639356,0.72664309,0.00000000,,3633,0,1
P414,P404,0.01664583,0.73782516,0.00000000,,3627,0,1
P414,P406,0.01774659,0.78661633,0.00000000,,3635,1,1
P414,P407,0.01870141,0.62017447,0.62629193,96.741,3557,0,1
P414,P409,0.02407569,0.76245230,0.91410238,42.382,3638,1,1
P414,P412,0.02312173,0.76164764,0.78966355,68.724,3632,1,1
P414,P420,0.01779121,0.78859407,0.00000000,,3637,1,1
P414,P421,0.01709612,0.75778407,0.00000000,,3635,0,1
P414,P425,0.01741548,0.77193981,0.00000000,,3636,1,1
P414,P427,0.02279937,0.72043103,0.87044823,52.678,3637,0,1
P414,P429,0.01986230,0.61174029,0.80596387,65.684,3635,0,1
P414,P434,0.01527865,0.67722493,0.00000000,,3638,0,1
